Videos;Videotitel;Veröffentlichungszeitpunkt des Videos;Klicks auf Abspannelement;Klicks auf Infokartenteaser;Klicks auf Infokarte;Geteilte Inhalte;Kommentare hinzugefügt;„Mag ich“ und „Mag ich nicht“ im Vergleich (%);„Mag ich nicht“-Bewertungen;Likes;Verlorene Abonnenten;Gewonnene Abonnenten;Durchschnittliche Wiedergabedauer in Prozent (%);Im Feed angezeigt;Aufrufe;Wiedergabezeit (Stunden);Geschätzter Umsatz (EUR);Durchschnittliche Wiedergabedauer;Impressionen;Klickrate der Impressionen (%);Länge des Videos (sek);Thema;Bewertung Titel;Gestaltung Thumbnail
7B8AA3mQbUo;Neue Europapark-Achterbahn hat steilsten Start der Welt | ntv Service;13.08.2024;30;0;0;140;20;1000;0;180;0;0;2498;0;23870;1792156;13576;00:04:30;152040;476;;;;
5OnI6A6kFUk;Starkregen spült Autos durch Straßen - A59 geflutet | ntv;14.08.2024;20;0;0;0;0;1000;0;-10;0;0;4504;0;820;9644;119;00:00:42;19510;323;;;;
pVv--Q5W-BU;Ministerpräsident Bodo Ramelow (Linke) im Frühstart | ntv;14.08.2024;30;0;0;10;50;500;30;30;0;0;2955;0;1520;64869;325;00:02:33;43300;266;;;;
EcN5QFsREjw;"""Wie will Russland denn noch härter vorgehen?"": Masala lässt Drohung kalt | ntv";14.08.2024;150;0;0;50;50;1000;0;90;0;40;419;0;37080;1458753;6345;00:02:21;573840;432;;;;
Sv5zuFOgQbM;"""Sahra Wagenknecht ist Thüringen eigentlich egal"": CDU-Landeschef Voigt im Frühstart | ntv";15.08.2024;20;0;0;0;40;625;-30;-50;0;0;2052;0;2030;52756;361;00:01:33;61280;217;;;;
TCnjXCkJrXY;RWI schlägt Alarm: Solar-Boom zu teuer für Bund - Forderung nach EEG-Reform | ntv;15.08.2024;20;0;0;0;0;;0;0;0;0;5587;0;340;5066;6;00:00:53;2820;851;;;;
hxMXWnKlIbg;"Hotel der Superlative - das ""Atlantis The Royal"" in Dubai | ntv Service";15.08.2024;210;10;0;530;90;9464;30;530;10;170;3838;0;94020;10934689;63178;00:06:58;1075970;529;;;;
zcCiBuXry-0;Sabotage-Thriller um Volodymyr Z. wirft Fragen auf: Verdächtiger in Ukraine verschwunden | ntv;15.08.2024;10;0;0;0;0;1000;0;-10;0;0;5462;0;320;7768;19;00:01:27;8240;182;;;;
YkRKE67No2s;"Schmidt-Denker: ""Zweifel an Faesers Kompetenz wachsen - auch in Ampel"" | ntv";15.08.2024;20;0;0;0;10;600;-40;-60;0;0;5242;0;1050;16512;199;00:00:56;31220;259;;;;
hQvQkHiwCPg;"Moderator bekommt Panikattacke im TV: ""Passiert gerade"" | ntv";15.08.2024;10;0;0;10;0;1000;0;10;0;0;5392;0;1370;18466;285;00:00:48;7160;1397;;;;
D5tHdYF1ctk;Autorität, Korruption, Propaganda: Gefährdet die Kursk-Offensive Putins Machtapparat? | ntv;15.08.2024;480;0;0;10;30;0;-10;0;0;10;6108;0;9490;230265;1113;00:01:27;135540;477;;;;
Lo9xK-I2iAk;"Russin: Moskaus ""Soldaten sind einfach abgehauen"" | ntv";15.08.2024;330;0;0;20;0;800;-10;-40;0;10;5684;0;28280;419708;2615;00:00:53;288500;674;;;;
 -bv4Xi_mHTI;Russland klagt: Sind Opfer ukrainischer Aggression | ntv;16.08.2024;600;10;0;60;100;1000;0;10;0;10;5313;0;22160;451284;2582;00:01:13;269720;598;;;;
p057LdU9Tqk;Hunderttausende Tote befürchtet: Japan erwartet Mega-Beben - das sind die Gründe | ntv;16.08.2024;20;0;0;40;0;1000;0;10;0;0;4446;0;8600;174171;2111;00:01:12;69530;526;;;;
YEsQfjdFubo;"""Habe nicht viel Respekt vor ihr"": Trump findet es okay, Harris persönlich zu beleidigen | ntv";16.08.2024;40;0;0;10;0;500;-10;-10;0;0;5016;0;2750;4023;621;00:00:52;19240;359;;;;
pMTu7PF-tRg;"""Trump baut in Rede 20 Unwahrheiten ein - eine ist neu"": Fritz zu Taktik der Beleidigung | ntv";16.08.2024;210;0;0;20;30;13333;-10;40;0;0;5151;0;17750;594335;292;00:02:00;185340;659;;;;
nXQWq5sz33Y;"""Ukraine will zeigen: Wir helfen - wir vergewaltigen nicht"": Kriewald zu Eroberungen in Kursk | ntv";16.08.2024;3490;20;180;630;4280;651;3270;6100;20;270;5345;0;390360;9620937;38574;00:01:28;7744110;388;;;;
6eNEcL9y8yc;"Missbrauchseklat im Reitsport: Isabell Werth ""schockiert und traurig"" über Skandalvideo | ntv";16.08.2024;170;0;0;30;160;907;40;390;0;30;5014;0;65680;1893771;15928;00:01:43;374890;1188;;;;
0hy8ra8ZpSc;Israel: Bisher mehr als 17.000 Hamas-Mitglieder getötet | ntv;16.08.2024;10;0;0;0;10;;0;0;0;0;5272;0;1300;20181;122;00:00:55;51650;174;;;;
Tog4Hc8P7dM;"""Kursk-Reaktion zeigt: Vielen Russen ist der Krieg egal"": Munz zu Kritik und Gleichgültigkeit | ntv";16.08.2024;20;0;0;0;0;6667;-10;-20;0;0;4952;0;2110;51665;266;00:01:28;43210;326;;;;
9kcMub_aMNc;"""Dachten: 'Auf gar keinen Fall!'"": Herkunft von Stonehenge-Altarstein verblüfft Forscher | ntv";16.08.2024;10;0;0;0;0;;0;0;0;0;610;0;790;15929;161;00:01:12;7660;587;;;;
JsJFC2T6HkQ;"Faesers ""Compact""-Verbotsversuch ""ist Heizungsgesetz 2.0"": Augstein fährt Blome zur Ministerin| ntv";16.08.2024;20;10;0;10;10;11667;-10;70;0;10;4085;0;8540;22872;1361;00:01:36;135990;379;;;;
7iVVMjqlnyw;Spektakuläre Bilder: Drohnen filmen Sprengung von AKW-Kühltürmen aus der Luft | ntv;19.08.2024;10;0;0;30;0;;0;0;0;0;413;0;910;13468;167;00:00:53;13640;521;;;;
yImyEpr1ipc;Erdbeben erschüttert Russland - dann brechen Vulkane aus | ntv;19.08.2024;20;0;0;10;0;1000;0;-50;0;10;4367;0;3120;4504;366;00:00:51;43310;473;;;;
Tmhzx2cctTk;"""Kriegsblogger: Russland kann durchaus auch verlieren"": Munz zur Lage in Kursk | ntv";19.08.2024;10;0;0;0;0;750;-10;-30;0;0;2942;0;1140;17329;112;00:00:54;20530;20;;;;
 -DZ2pmvn5lg;Live: Innenministerin Nancy Faeser stellt Jahresbericht 2023 der Bundespolizei vor;19.08.2024;0;0;0;0;0;;0;0;0;0;433;0;140;173;24;00:00:44;3530;283;;;;
kGMgjosHYl4;Bundespolizei zieht Bilanz: Hannover ist von Messerattacken am häufigsten betroffen | ntv;19.08.2024;30;0;0;110;20;1000;0;10;0;0;5849;0;4100;63285;732;00:00:55;44240;619;;;;
dpQZ_sTZlPU;"Selenskyj: ""Im Krieg gibt es keinen Urlaub"" - Bitte um schnellen Waffen-Nachschub | ntv";19.08.2024;10;0;0;10;0;0;10;0;0;0;5553;0;610;8939;55;00:00:52;13800;196;;;;
CJPWW_zTAxw;"""Russen nur noch elf Kilometer von Pokrowsk entfernt"": Kriewald zu Evakuierungsmaßnahmen | ntv";19.08.2024;10;0;0;0;10;1000;0;30;0;10;448;0;2430;57451;499;00:01:25;52210;314;;;;
VcccnBdLM2c;"""Ukraine geht von der Offensive in die Defensive"": Reisner zu erobertem Kursk-Areal | ntv";20.08.2024;260;20;0;120;130;625;30;50;0;90;3118;0;70180;2783732;9167;00:02:22;1380180;322;;;;
_nsXxr31et0;Segeljacht sinkt vor Sizilien: Tech-Milliardär Mike Lynch nach Bootsunglück vermisst | ntv;20.08.2024;10;0;0;0;0;;0;0;0;0;4675;0;710;793;83;00:00:40;18460;271;;;;
X70DcJagdlY;"""Die drei Regierungsparteien stehen vor der Scheidung"": ""Mal ehrlich"" mit Nikolaus Blome | ntv";20.08.2024;10;0;0;30;10;7143;20;50;0;10;6161;0;7670;106323;1288;00:00:49;102010;53;;;;
PDVtDLhpB_c;"""Bin Biden auf ewig dankbar"": Harris überrascht Demokraten bei beginnendem Parteitag | ntv";20.08.2024;4370;0;0;190;1740;4508;2400;1970;40;210;4449;0;242190;3980476;24629;00:00:59;34080320;5;;;;
yDl2l0_eYFA;Drohnen zerstören Behelfsbrücken: Russen droht Einkesselung südlich des Sejm | ntv;21.08.2024;160;0;0;20;10;1000;0;30;0;0;5534;0;7230;112259;1237;00:00:55;99630;524;;;;
RdbpM5KcpHE;"Munz über Besuch bei ""Bluthund"": ""Kadyrow sorgt für Putin für Ruhe in Tschetschenien"" | ntv";21.08.2024;20;0;0;0;10;1000;0;10;0;0;4216;0;2010;27308;322;00:00:48;52130;274;;;;
VQxfrm0YSh0;Nervenkitzel im Hollands größtem Freizeitpark Efteling | ntv-Service-Reportage;21.08.2024;270;0;0;150;20;1000;0;330;0;40;5659;0;15360;1175893;9125;00:04:35;156840;669;;;;
XgDgF5OBfGo;"Fritz: ""Michelle Obama hat mehr entfacht als ihr Mann"" - Parteitag der Demokraten | ntv";21.08.2024;10;0;10;0;0;1000;0;-10;0;0;3383;0;590;12753;198;00:01:17;13650;176;;;;
4H8Y8ff1Q2k;Michelle Obama rührt Demokraten-Publikum zu Tränen: Euphorie bei Parteitag in Chicago | ntv;21.08.2024;20;0;0;0;0;500;-10;-10;0;0;5921;0;2730;45799;538;00:01:00;20880;484;;;;
1BhS7M28JAQ;Nach Absacken von Boeing-Flieger: US-Behörde FAA lässt 900 Dreamliner inspizieren | ntv;21.08.2024;10;0;0;0;0;1000;0;10;0;0;5228;0;560;9026;8;00:00:58;7440;457;;;;
YAioJYksKxw;"Nächste Runde im Ampel-Zoff - Habeck kontert Lindner: ""Sollte ich Kanzler werden ..."" | ntv";21.08.2024;10;0;0;0;0;500;-10;-10;0;0;4641;0;970;11129;123;00:00:41;23410;312;;;;
miIycTKF19I;Mann stirbt nach Schuss im Frankfurter Hauptbahnhof: Tatverdächtiger gefasst | ntv;21.08.2024;10;0;0;40;0;;0;0;0;0;4935;0;2450;23175;264;00:00:34;29630;297;;;;
IIU-h3E7Ydc;"AfD-Politiker im Frühstart: Koalition mit BSW wäre ""das Ende der CDU"" | ntv";22.08.2024;240;100;0;250;530;9487;80;1480;20;250;3125;0;128840;6598572;33038;00:03:04;1964970;311;;;;
i7heeymednE;Oft reicht ein Zug für Grenzwert: Diese Regeln gelten ab sofort für Cannabis am Steuer | ntv;22.08.2024;20;0;0;0;0;2000;10;-20;0;0;6746;0;2150;33841;44;00:00:56;20190;882;;;;
ZJOAgKkB39s;"Experte zur Kursentwicklung: ""Jetzt kommt wirklich Bewegung"" in den Goldpreis | ntv";22.08.2024;10;0;0;10;10;1000;0;20;0;10;5995;0;5760;94004;1147;00:00:58;41600;447;;;;
FE4h9x3Fpuc;"Parteitag mit Harris, Clinton, Obama - Fritz: ""Die stärksten Reden werden von Frauen gehalten""| ntv";22.08.2024;10;0;0;0;0;;0;0;0;0;3059;0;260;4529;28;00:01:02;7060;17;;;;
hR2lRIZsCEE;"""Sieht aktuell nicht nach 'begrenztem' Kursk-Vorstoß aus"" - Kriewald zu Scholz-Aussage | ntv";22.08.2024;5140;190;0;670;3270;6229;3330;5500;20;370;5712;0;533060;12770388;77936;00:01:26;17532840;203;;;;
QqmkeN78hTE;"Russlands Warnung vor AKW-Angriffen ""ist mehr Rhetorik"" - Munz schätzt Atom-Gefahr ein  | ntv";23.08.2024;20;0;0;0;0;2000;10;-20;0;0;3331;0;2060;27827;151;00:00:48;48370;292;;;;
djqqHDxfBZE;Noch vor Statement des IS: Wie Höcke Messerangriff von Solingen instrumentalisiert | ntv;25.08.2024;150;0;10;60;140;6538;-90;-170;0;10;5304;0;20950;364233;2191;00:01:02;325390;49;;;;
cORNMnAWdgI;Kanadier zapft versehentlich Nordkoreas Staats-TV an: Skurrile Highlights gehen viral | ntv;26.08.2024;7000;0;0;3920;1150;9688;870;26980;100;750;6504;0;1540320;47587827;274653;00:01:51;14626020;739;;;;
LNNBfTxEROM;"""Kriegseintritt von Belarus würde Front überdehnen"": Land zieht Truppen zusammen | ntv";26.08.2024;250;0;0;20;70;4545;60;50;0;20;4714;0;21710;466183;1835;00:01:17;476800;316;;;;
sHHAugKLP2w;Lukaschenko wird nicht für Putin in Krieg ziehen - Experte zu Truppenbewegung in Belarus  | ntv;26.08.2024;180;0;0;60;170;8571;80;480;0;130;3096;0;50410;3377443;9876;00:04:01;1820210;153;;;;
OclieAznIJQ;"""Rechtsextreme Illusion"" - Politikberater Hillje zu Vorschlägen der AfD | ntv";26.08.2024;40;0;0;0;150;286;340;10;0;0;3824;0;6560;259236;1551;00:02:22;202560;195;;;;
ejVvakMMfI8;"""Stoppschild für Menschen, die unsere Freiheit hassen"" - SPD-Chef zu rascheren Abschiebungen  | ntv";26.08.2024;10;0;0;0;60;250;30;10;0;10;3412;0;1100;19707;154;00:01:04;44680;195;;;;
qifLvqWQduQ;"Russische Rakete tötet Reuters-Mitarbeiter in Kramatorsk - Kiew warnt Minsk vor ""Fehler"" | ntv";26.08.2024;110;10;0;0;30;1500;20;-60;0;0;5394;0;3380;54191;235;00:00:57;62270;366;;;;
 -WDoA1RqMEU;Biontech will ab 2026 Lungenkrebs-Impfung verkaufen - Testphase angelaufen  | ntv;27.08.2024;20;0;0;10;10;1000;0;30;0;0;6615;0;1980;29836;274;00:00:54;15190;961;;;;
91TRPtrrrkM;AfD festgetackert, Ampel hält Vorsprung zur Union | ntv Trendbarometer;27.08.2024;20;0;0;40;120;3684;120;70;0;10;995;0;18300;436496;1907;00:01:25;255330;542;;;;
u0sf-hyYasI;"""Müssen Asylrecht nicht ändern, sondern anwenden"" - Bosbach fordert mehr Strenge  | ntv";27.08.2024;160;20;10;230;190;9821;10;550;0;40;5249;0;23820;1163423;5027;00:02:55;341240;461;;;;
0RtZishnmak;"""Werden in drei, vier Jahren vom BSW nichts mehr hören"" -  Linker van Aken im Frühstart | ntv";28.08.2024;10;0;0;30;20;13333;-10;40;0;10;3976;0;1120;57272;239;00:03:04;14870;484;;;;
 -UZ-Mwc-2nU;"""Jeder ukrainische Geflüchtete kann sofort arbeiten gehen"" - Ramelow zu Kemmerich | ntv";28.08.2024;370;0;0;10;340;6579;130;250;0;0;659;0;23220;675814;3526;00:01:44;285980;524;;;;
E0fbDI_gLEY;"Waffenverbotszonen ""schon davor geplant"" - Innenminister Maier (SPD) zu Sicherheit | ntv";28.08.2024;10;0;0;0;0;0;10;0;0;0;4442;0;360;6664;15;00:01:06;24540;77;;;;
N2jZZy7FBkQ;"""Russland hat niemals sein Liefermonopol missbraucht"" - Stefan Möller (AfD) | ntv";28.08.2024;10;0;0;0;0;1000;0;10;0;0;5022;0;390;3155;44;00:00:29;6020;349;;;;
BABPjqDfSVQ;"Besuch von IAEA-Chef ""ist Propaganda-Flop"" für Kreml - Kämpfe rücken an AKW bei Kursk  | ntv";28.08.2024;100;30;0;10;20;1000;0;300;0;10;5944;0;22750;623505;411;00:01:38;469590;35;;;;
1F5mn6v4kAQ;"""Es wird Leuten zu leicht gemacht, sich durch Bürgergeld von Arbeit zu befreien"" - Kemmerich | ntv";28.08.2024;20;10;0;0;90;600;20;30;0;0;5361;0;1830;327;318;00:01:04;24130;481;;;;
zswm-xga-VU;"Dürre in Griechenland lässt Seen verschwinden - ""Seit zwei Jahren nicht geregnet"" | ntv";28.08.2024;120;0;0;100;20;1000;0;120;0;10;5066;0;11130;277213;1225;00:01:29;162400;405;;;;
XcO-6boLrvI;"""Für mich ist Björn Höcke mit seiner AfD kein Koalitionspartner"" - Mario Voigt (CDU) | ntv";28.08.2024;10;0;0;30;80;500;60;60;0;0;4502;0;4300;80115;628;00:01:07;77020;352;;;;
1alnWpLxRYg;"""Wir brauchen Migration in Thüringen"" - Katja Wolf (BSW) | ntv";28.08.2024;20;0;0;30;20;750;10;30;0;0;518;0;2830;49682;2316;00:01:03;30880;667;;;;
ZYxQ0by5WiY;Saufen erst ab 18? Suchtbeauftragter ist dafür | ntv;29.08.2024;10;0;0;10;0;1000;0;10;0;0;6045;0;430;7653;6;00:01:04;17840;163;;;;
1buWdW6DUME;"""Islamismus lässt sich nicht einfach abschieben"" - Grüne Jugend im ntv Frühstart | ntv";29.08.2024;10;0;0;130;640;1064;420;50;0;20;3786;0;17450;688155;263;00:02:21;178910;63;;;;
smRPtN7RX-I;"""Die Lüge hat es nicht mal fünf Sekunden weit geschafft"" - Experte Greuel zu AfD-Aussage | ntv";29.08.2024;20;0;0;10;50;7143;20;50;0;10;6179;0;6200;83003;572;00:00:48;56220;688;;;;
KFX-G5gTMj0;Faktencheck: Russland und die Gaspreise | ntv;29.08.2024;10;0;0;0;0;750;10;30;0;0;6569;0;1500;22717;393;00:00:54;27980;30;;;;
iuE6sJBEPK0;"Munz: Kreml wird bei F-16 Druck auf USA machen - ""Häme"" nach Absturz eines Fliegers  | ntv";30.08.2024;210;20;0;10;80;5556;40;50;0;20;5302;0;30440;708346;3598;00:01:23;449920;44;;;;
TfVvEPtJLrA;"Migrationsdebatte ""könnte sofort gelöst werden"" - Knaus verweist auf bekanntes Modell | ntv";30.08.2024;1670;110;0;2440;2860;8591;1370;8350;20;680;4351;0;522740;33295591;156384;00:03:49;7512180;459;;;;
Sh68Klm6AYk;"Bei Höckes Sprache ""wird mir angst und bange"" - Sahra Wagenknecht im Frühstart | ntv";30.08.2024;10;0;0;0;0;1500;10;-30;0;0;1249;0;230;5186;64;00:01:21;7530;12;;;;
szpyRsZA7Kc;Desaster für die Ampel-Parteien zeichnet sich ab - Thüringen und Sachsen wählen | ntv;31.08.2024;890;20;20;160;800;7717;290;980;0;80;5265;0;77700;1659021;7422;00:01:16;1325940;40;;;;
eglAhCyb9TA;Südafrika lagert Uran-Überreste von sieben Atombomben - Angst vor terroristischer Nutzung | ntv;31.08.2024;40;0;0;30;50;1125;-10;90;0;0;4505;0;6980;155494;417;00:01:20;133290;352;;;;
P0SjderAfQc;Wie Influencerinnen für Trump-Propaganda kopiert werden - System digitaler Klone | ntv;31.08.2024;10;0;0;0;0;;0;0;0;0;626;0;540;16244;204;00:01:48;4220;45;;;;
Q9ebWsMWMWw;"""AfD Gewinnerin des Abends"": Nikolaus Blome mit erster Einschätzung zu den Landtagswahlen | ntv";01.09.2024;1150;0;0;580;1100;9044;390;3690;0;200;6206;0;153150;3379433;20995;00:01:19;2626080;356;;;;
PouamTRbg38;Ukrainische Grenzregion verwaist zusehends - Verlassenes Kriegsgerät, wilde Gänse  | ntv;01.09.2024;2340;40;0;280;950;726;800;2120;10;260;4901;0;262950;9379762;44756;00:02:08;4986140;319;;;;
kfMJNY8qwb4;"""Es ist schon bitter"" - Sachsens Ministerpräsident Michael Kretschmer | ntv";01.09.2024;10;0;0;0;20;3333;20;10;0;0;3009;0;2080;60147;361;00:01:44;28550;371;;;;
KPi3oAeVbu4;"""Es kann kein ""weiter so"" geben"": Höcke nach dem Wahlsieg der AfD in Thüringen | ntv";01.09.2024;4100;0;0;2350;6680;9685;1070;32880;30;1000;5467;0;1104450;32033353;152552;00:01:44;15102320;327;;;;
0YIRm5isgyI;"AfD unter sich - ""Medienvertreter kurzerhand ausgeladen"" | ntv";01.09.2024;120;0;0;110;1250;5676;640;840;10;20;5923;0;36460;91776;383;00:01:30;1239400;20;;;;
qO_63MPK-C4;BSW-Spitzenkandidatin Katja Wolf im Interview | ntv;01.09.2024;10;0;0;0;20;0;20;0;0;0;4155;0;1240;25334;23;00:01:13;24890;317;;;;
Jo9eWJQ4G-8;Omid Nouripour zu den Wahlergebnissen in Thüringen und Sachsen | ntv;01.09.2024;4230;0;0;2350;16440;2378;17720;5530;50;280;5947;0;680220;11236597;63119;00:00:59;23690120;197;;;;
OYHc96rcKI4;"Zukunft Thüringens? - Ramelow: Wagenknecht ""steht nicht auf dem Wahlzettel"" | ntv";01.09.2024;950;40;0;290;1030;5284;830;930;0;20;4098;0;51520;2826721;8408;00:03:17;1041280;348;;;;
mp1834cM0lY;"""Einfach wird es für die CDU nicht"": Josephine Kahnt zu den Ergebnissen der CDU in Thüringen | ntv";01.09.2024;1740;0;0;210;970;6187;530;860;20;50;619;0;59420;1103503;5557;00:01:06;3398130;123;;;;
FuXWtHv9FeA;"Bodo Ramelow: ""Der Wahlkampf war geprägt von Angst"" | ntv";01.09.2024;130;10;0;180;1010;3918;590;380;20;10;5288;0;30250;1079744;2294;00:02:08;451090;482;;;;
iFsRuCBiji8;"Kretschmer: ""Haben in letzten fünf Jahren Hass erlebt"" - Sachsen-CDU verneint AfD-Koalition | ntv";01.09.2024;730;0;0;1010;6990;3034;4890;2130;20;150;4258;0;326500;6681218;17978;00:01:13;3679520;36;;;;
HK0-nL-jKWI;"""Für die Bundesregierung wird es nochmal schwieriger"": to Roxel zu den Landtagswahlergebnissen | ntv";01.09.2024;150;0;0;60;110;7647;40;130;0;70;4417;0;20420;230525;3738;00:00:40;3939350;34;;;;
W6J4S7n7XGU;Gardaland ist bunter als andere Freizeitparks | ntv Service;02.09.2024;120;10;0;340;120;8542;70;410;10;70;3607;0;34490;1644708;6178;00:02:51;468470;427;;;;
Xnpm1zmYcL0;"""Schließen Koalition mit den Linken nicht aus"": BSW-Vorsitzende im Frühstart | ntv";02.09.2024;170;0;0;300;1170;4667;640;560;30;0;4149;0;42590;1860395;6102;00:02:37;1263790;226;;;;
Cz4l07NjmBc;"Ampel wird ""auf Gedeih und Verderb weiterarbeiten"": Boese zu möglichen Neuwahlen | ntv";02.09.2024;2520;0;0;2440;8700;6838;3750;8110;10;680;5374;0;653540;17363891;83321;00:01:35;25061690;194;;;;
adC7Qlt1a1w;Wie Russland auf Wahlerfolge von AfD und BSW reagiert - Munz: Nicht nur Z-Blogger jubeln | ntv;02.09.2024;2020;370;0;1360;2880;8851;970;7470;20;410;4579;0;1193220;26862811;87525;00:01:21;6532150;877;;;;
Bg0l_K3E4_U;"""Politische Landschaft hat sich über Nacht verändert"" - Blome zu Wahlen im Osten  | ntv";02.09.2024;11050;0;0;880;5120;7656;2250;7350;20;570;6286;0;604140;18565479;83856;00:01:50;20560620;222;;;;
 -NFO0Q4kMR0;"AfD-Erfolg kann ""für Wirtschaft nichts Gutes bedeuten"": Experten fürchten mehr Insolvenzen | ntv";02.09.2024;1250;0;0;1320;10840;2399;8840;2790;40;200;4819;0;360740;5312252;30766;00:00:53;16498190;156;;;;
UJw-BnivIw8;"""BSW ist eine rechtspopulistische Partei"": Politologe zu Ost-Wahlen | ntv";02.09.2024;550;0;0;1110;3950;4953;2660;2610;40;140;5515;0;176800;5714783;28629;00:01:56;2221770;569;;;;
hY7N-tOpau4;"Keiner will mit der AfD - Kahnt: Stimmung in Thüringen ""ist aufgeheizt"" | ntv";02.09.2024;1860;0;0;300;1570;6306;820;1400;0;90;6357;0;138070;3437683;26341;00:01:29;4237060;178;;;;
blKo_kG2DKE;Das sind die Themenwelt-Highlights im Phantasialand | ntv Service;02.09.2024;1060;0;0;860;130;936;110;1610;10;70;4716;0;73880;4325908;19798;00:03:30;1013150;452;;;;
iuMaa6xgiPo;"Größte Protestwelle seit Kriegsbeginn erfasst Israel: Netanjahu will ""nicht nachgeben"" | ntv";02.09.2024;800;0;0;250;600;8261;120;570;0;70;6464;0;52480;829259;4985;00:00:56;895320;328;;;;
9bl63vOaSGw;"""Haben kein VW-Problem, sondern ein Deutschlandproblem"" - Dudenhöffer zu Autobauer-Krise | ntv";03.09.2024;7800;130;180;5200;5640;9138;1230;13040;0;720;5876;0;1246860;47621025;;00:02:17;12627150;693;;;;
S_SlT6uNQFs;"""Gibt nicht die eine Maßnahme"": Grünen-Fraktionschefin bremst Erwartungen an Migrationsgipfel | ntv";03.09.2024;390;30;0;350;2500;3016;2130;920;20;70;4097;0;75860;3453658;13078;00:02:43;1316110;388;;;;
bw7Dbc3wGSI;"""Man muss fragen: Hat die SPD noch ein Rezept?"" | ntv #beisenherz";03.09.2024;620;200;0;2230;12790;4592;8820;7490;80;1800;2773;0;782030;14859019;329678;00:11:24;14469220;357;;;;
7dscSFZ2QZQ;"""Königsweg wäre Verschlankung des VW-Imperiums"" - Analyst Pieper zu strauchelndem Konzern | ntv";03.09.2024;650;10;10;320;720;9068;110;1070;10;100;5611;0;134400;4922674;23969;00:02:11;1954460;479;;;;
lBfYXrd-tiQ;Frau sediert und vergewaltigt: 51 Männer vor Gericht - Ehemann ist Hauptangeklagter | ntv;03.09.2024;21110;0;0;18250;12100;943;2760;45680;330;3350;5633;0;4020860;82414835;528149;00:01:13;62138360;437;;;;
cc-5IuWrmBk;"""Hinter Klima-Desinformation steckt eine bewusste Strategie"" | ntv Faktenzeichen";03.09.2024;1470;300;0;3830;3900;858;2650;16010;20;1030;3338;10;552280;46349014;167917;00:05:02;6815560;552;;;;
YJuqoY6_00A;"Arbeitsminister Heil verkündet Nullrunde beim Bürgergeld - ""Und das ist auch richtig so"" | ntv";04.09.2024;470;60;0;530;4010;5077;1600;1650;10;240;3387;0;180430;8402847;36195;00:02:47;4712670;282;;;;
KzK57BrM1EA;"""Machen mir mein Laden kaputt"" - Warum ein Café-Besitzer Jogginghosen verbietet | ntv";04.09.2024;440;0;0;330;650;8333;160;800;20;50;4171;0;158930;1491595;763;00:00:33;435280;746;;;;
ArMn8jnDXjs;"Migration: ""Union wittert Chance einen Keil zu treiben in die Koalition"" | ntv";04.09.2024;970;70;80;240;1170;8141;370;1620;20;70;5608;0;106640;1910454;9253;00:01:04;2022920;347;;;;
ZaW80PldM44;"Pistorius empfängt IRIS-System: ESSI soll Europa von ""Schlamm bis zum Weltraum"" schützen"" | ntv";04.09.2024;110;50;0;630;1620;4613;1600;1370;20;40;2199;0;95320;4960137;19248;00:03:07;2315220;244;;;;
H6LUDTQQCrY;AfD-Strategie erfolgreich: Warum Jungwähler im Osten rechtsextrem wählen | ntv;04.09.2024;700;60;40;410;3630;3734;3020;1800;20;90;5382;0;121930;2223986;10148;00:01:05;5241230;136;;;;
VjuWTMZvqGg;Reisende verlassen nachts das Schiff: Luxus-Kreuzfahrt steckt seit Monaten im Hafen fest | ntv;05.09.2024;590;20;130;230;90;8615;90;560;10;100;4811;0;149340;2574424;3061;00:01:02;1021650;651;;;;
SAgKabBWoMc;"""Dass sich keiner ein Bündnis mit BSW wünscht, ist klar"": Kai Wegner im ntv Frühstart | ntv";05.09.2024;490;10;0;170;880;7246;460;1210;20;80;4274;0;82750;4322706;13897;00:03:08;1315260;434;;;;
DbLfWbdimVs;"Wehmut, Stolz und Glücksgefühl - 16 Jahre ""Keile"" mit der Bahn - Weselsky blickt zurück"" | ntv";05.09.2024;320;0;0;1480;850;9765;80;3320;10;130;4073;0;100360;7698813;28869;00:04:36;1954250;336;;;;
YDg1oS4n_yI;Deutschland längst auch im Visier: Mocro-Mafia hält Niederlande in Angst und Schrecken | ntv;05.09.2024;420;0;20;470;340;9032;90;840;30;80;4802;0;97710;2280722;11663;00:01:24;1048950;639;;;;
pJk63ruEuLI;Trotz Krieg investieren deutsche Firmen weiter in die Ukraine | ntv;05.09.2024;50;10;0;70;300;7813;140;500;0;20;4102;0;13690;243336;1929;00:01:03;299490;243;;;;
al_iJAwPCVk;"""Mit der Brandmauer werden sie die Demokratie zerstören"" - Augstein fährt Blome zur CDU | ntv";06.09.2024;750;30;0;810;860;8371;360;1850;10;160;5134;0;133000;4400752;19202;00:01:59;1164850;705;;;;
6g0U0uv_qBs;"""Hätten Ukraine sehr viel mehr helfen müssen"" - CDU-Chef Merz im Interview | ntv";06.09.2024;370;40;0;600;1580;7472;680;2010;0;80;2981;0;264250;8883418;18635;00:02:01;1539470;568;;;;
WleUi_HT0CM;"""Der Ukraine steht das Wasser bis zum Hals"" - Weber blickt auf Ramstein-Treffen | ntv";06.09.2024;1670;100;0;1620;4350;7747;2210;7600;30;440;539;0;529810;21734817;86595;00:02:27;8839390;441;;;;
