video_id;audience_female_age18-24;audience_male_age18-24;audience_female_age25-34;audience_male_age25-34;audience_female_age35-44;audience_male_age35-44;audience_female_age45-54;audience_male_age45-54;audience_female_age55-64;audience_male_age55-64;audience_female_age65-;audience_male_age65-
G_d_TYcbnQ0;nan;2,70;nan;5,20;1,10;6,00;1,60;6,80;8,10;15,00;26,30;27,20
RZO8P4N-QHw;nan;nan;nan;nan;nan;24,60;12,70;10,20;nan;;21,20;31,40
dwtm0sQl0Xo;0,30;2,80;0,80;8,50;1,20;13,30;2,00;13,60;4,10;19,10;7,90;26,50
YAj-fjdMeUQ;1,00;8,90;1,70;16,10;2,10;12,90;5,10;12,00;7,40;13,90;8,60;10,30
xKIYkenFYBw;0,10;0,60;0,50;1,90;1,00;4,40;2,00;7,80;6,00;19,10;16,10;40,30
G-NQ5mx4Ctk;0,50;5,30;1,20;14,30;2,30;17,40;2,80;15,40;4,90;15,70;5,70;14,40
7_30On8wXw8;nan;nan;nan;13,30;1,90;18,00;2,10;14,10;8,30;22,00;9,10;11,10
t1yEBLnPdMg;0,30;1,70;0,70;6,80;1,80;10,70;3,00;11,10;7,00;17,10;13,80;25,80
Yt2gi8NUAIY;0,20;1,10;0,80;3,80;1,70;7,50;2,10;9,60;7,50;17,50;19,00;29,20
0lNNbfymMZM;0,40;2,60;1,20;8,40;2,30;11,10;3,00;11,40;7,60;17,10;12,60;22,30
ohzNAOjOq9g;nan;nan;nan;nan;nan;nan;7,90;18,10;5,60;23,20;15,80;29,40
SSmaI2Brq3c;0,50;3,50;1,40;8,40;3,20;12,40;5,20;14,30;6,60;18,60;7,80;18,00
B7UEVpI4j1Y;nan;nan;nan;nan;nan;22,30;nan;15,10;6,10;24,00;10,60;21,80
jUkEqHQ1Dfg;2,70;12,60;4,10;16,30;4,40;12,90;4,20;10,70;5,60;10,80;5,80;9,70
nadgM7ezrT8;0,60;8,20;2,40;13,80;3,80;12,40;4,50;11,90;6,70;15,00;7,30;13,30
X3E7CWCHWkc;0,30;0,60;1,20;1,90;3,70;3,50;7,20;5,30;16,20;11,60;29,20;19,30
sAejjrN46Qc;nan;nan;nan;24,80;nan;20,40;nan;;nan;24,80;8,80;21,20
Lbugn4NOziI;nan;1,20;nan;2,70;0,80;5,70;1,60;9,30;8,10;17,50;19,70;33,40
XaRAqDxJUPE;nan;4,10;1,30;10,90;2,10;12,30;4,60;12,00;6,40;15,40;11,80;19,20
RAkbf-22DJw;nan;nan;nan;3,60;nan;11,40;3,20;11,80;4,40;20,60;13,50;31,30
jcVz5CbSGxs;0,30;0,90;0,80;3,40;2,80;5,80;6,60;8,00;17,40;13,50;23,30;17,30
B_WzWo9GBK0;nan;nan;nan;9,80;nan;15,20;nan;11,60;6,50;19,20;7,90;29,80
VQxfrm0YSh0;2,00;2,50;7,00;9,60;17,80;18,90;8,60;11,80;4,90;7,70;3,30;5,90
8wGHJU6HNwI;nan;nan;nan;3,20;1,20;7,80;2,30;10,30;11,20;21,70;18,80;23,80
YEMF4jcp6n8;1,30;5,50;2,60;13,70;3,10;13,20;3,50;11,90;5,90;15,30;8,30;15,70
y2GNKPszumw;nan;6,50;nan;9,40;2,20;13,70;5,20;11,60;6,80;12,70;9,20;22,70
1g3aM6ukcuw;nan;nan;nan;nan;nan;11,40;nan;14,00;5,10;21,60;14,80;33,10
YM0dmxK5KVA;nan;nan;nan;9,40;nan;16,20;4,20;13,00;5,20;16,60;12,60;22,80
kHA2InQ9a6Q;nan;1,70;0,60;5,80;1,90;12,20;3,10;15,00;5,60;18,30;13,30;22,40
24uNzkZzO5g;nan;nan;nan;4,40;1,00;8,50;3,30;9,70;7,30;19,20;16,30;30,20
BdJKK25eB5E;nan;nan;nan;6,40;nan;8,20;2,00;15,20;6,80;15,40;14,60;31,40
oE2Ywc-HYyM;0,60;6,90;1,40;15,20;2,00;14,10;2,90;11,40;5,20;15,30;7,80;17,00
B5mgg2hK0QY;0,20;1,30;0,60;3,50;1,00;6,20;2,50;9,10;8,00;19,40;17,70;30,60
0tGndE3pJc0;nan;nan;nan;6,00;2,90;8,80;4,10;7,50;8,80;18,60;16,00;27,30
X33Jdccy9m8;0,90;0,50;5,10;1,90;15,20;4,60;15,10;4,50;20,70;5,50;19,70;6,20
Ke96YJY3cKg;0,20;4,30;1,10;9,50;1,40;11,50;2,70;10,70;6,60;16,50;12,40;23,20
GWFuTjnX5Hw;nan;2,20;0,80;7,40;1,30;12,80;1,80;11,50;6,70;17,60;12,80;24,90
s5TfbNvipdM;nan;2,30;0,70;8,10;1,50;8,40;2,60;10,40;6,20;18,00;15,20;26,60
qnP1gYyjHBc;nan;2,60;nan;5,90;nan;11,20;3,20;11,60;5,70;18,40;10,80;30,60
Y1ReNvk0mrc;nan;0,60;0,60;2,20;1,30;5,60;3,00;9,60;9,60;20,40;17,20;30,00
tZ9Dp7sQoSE;nan;2,70;0,80;8,80;1,40;10,80;2,70;12,20;5,00;20,00;8,90;26,70
y5csaIljwj8;nan;nan;nan;9,60;nan;18,10;3,00;13,90;8,40;18,80;8,60;19,60
LyR1vyHqGys;nan;nan;0,90;9,20;0,90;18,70;2,90;20,20;4,80;22,30;4,30;15,70
YURnBML7kBM;nan;1,10;0,50;4,10;1,10;7,50;2,90;11,00;7,00;21,00;13,60;30,20
lrZBcJk4JF4;nan;1,70;1,00;6,00;1,10;9,10;3,00;9,90;8,80;15,30;19,30;24,70
azISbEa56bo;nan;nan;nan;19,80;nan;27,30;nan;31,40;9,10;12,40;nan;
6B8RU_fi1Yo;0,20;1,60;0,50;3,90;1,20;6,90;1,90;10,00;5,80;20,40;14,20;33,50
Lu7M4VA_zEI;nan;nan;nan;6,60;nan;11,10;2,00;13,40;9,70;18,80;13,60;24,70
1YAaYfo7dUo;0,10;1,90;0,40;6,00;1,00;12,00;1,60;12,60;3,50;20,60;9,00;31,20
hxMXWnKlIbg;0,20;1,60;2,80;17,20;4,30;20,60;5,00;12,60;8,80;9,90;8,90;8,10
Q7wGo8VqYJE;nan;0,80;0,40;2,90;1,30;7,30;2,30;10,30;5,50;22,30;11,40;35,60
vt-N7lX-1_4;0,60;3,90;1,80;10,20;2,80;13,60;3,60;11,20;7,10;15,80;9,20;20,20
zwJxmHeT3zY;nan;3,10;nan;7,30;1,30;9,40;1,30;12,40;3,40;23,10;9,60;29,00
CAf11Dcjf5w;0,80;3,10;14,20;58,30;3,40;14,80;0,20;1,20;0,30;1,50;0,70;1,70
VMo-UyK_rGo;0,20;1,00;0,90;4,20;2,50;8,80;4,00;11,20;8,90;19,60;14,60;23,90
cQnxWyIzOaw;nan;3,40;1,80;10,80;1,70;13,90;1,50;17,60;5,20;16,90;7,60;19,40
TI3tuAWT35Y;nan;nan;nan;10,20;nan;11,00;2,30;15,70;5,30;18,00;11,20;26,30
353hJInpL8g;nan;1,70;0,60;9,30;2,40;14,90;3,30;16,20;6,00;18,40;9,40;17,80
JTvco-4aR5Q;0,20;0,90;0,70;3,70;1,90;8,90;3,70;12,40;8,00;22,60;12,50;24,40
BLq1PZh2Qts;nan;nan;nan;1,50;0,70;7,50;2,20;10,30;8,40;19,00;20,10;30,20
WUHdCLvvl1I;0,40;1,80;1,20;5,10;2,60;7,60;4,50;8,90;10,40;16,50;19,00;22,00
_HiUeH1v3sQ;0,60;4,10;1,90;12,30;3,00;13,90;3,90;12,10;7,30;14,80;10,60;15,60
USfZzB1ASe4;nan;nan;nan;2,70;0,50;8,10;1,70;11,80;3,70;24,30;9,50;37,70
eEpJnfftRuo;nan;nan;nan;nan;6,30;18,10;3,00;15,10;12,10;17,30;12,30;15,90
eLp__cMTyiQ;0,10;2,70;0,80;5,90;1,70;10,30;3,30;12,00;6,90;17,60;12,60;26,00
9XRLjcSgzo0;nan;nan;nan;2,30;nan;4,50;1,00;5,30;7,80;19,60;19,20;40,20
DPdd5EDnWOQ;nan;1,10;nan;4,20;1,10;10,50;2,60;14,60;4,50;26,90;7,70;26,80
fVq3yTEkqyg;nan;2,50;0,90;7,10;2,90;11,90;3,50;13,80;6,80;20,30;10,30;20,10
5zPAT1Pqs0U;nan;0,90;nan;5,60;1,60;9,20;2,70;10,60;8,00;19,30;17,00;25,00
k6G3L2mHK7E;nan;12,00;1,00;31,20;1,50;22,40;1,70;11,20;2,20;6,20;4,00;6,60
zSwBRU7olPA;0,20;0,50;0,60;1,70;2,10;5,00;4,20;8,20;10,70;19,10;18,00;29,50
bw7Dbc3wGSI;0,20;1,20;0,60;6,20;1,70;12,00;2,80;14,80;6,80;20,60;11,60;21,40
hFiKWFEGU78;nan;nan;2,90;7,80;4,00;12,00;5,50;13,10;6,50;15,40;10,90;21,90
7wj1rZoLmlI;0,30;1,60;1,20;5,80;3,50;13,30;4,30;14,00;7,10;18,40;9,60;20,80
t8rw0KJVNgQ;0,20;1,50;0,70;5,40;1,30;8,70;3,20;11,30;7,50;21,60;14,30;24,20
FSNh-YOfmJc;nan;nan;nan;9,40;5,10;15,60;nan;21,90;nan;21,50;3,90;22,70
t0O_s2BvsM8;nan;0,70;0,20;3,20;2,00;10,30;3,30;16,30;6,40;23,00;8,80;25,80
BOSM4-8-45M;nan;nan;nan;10,30;2,60;17,60;3,70;16,60;7,80;18,80;9,10;13,50
skKWLHdx5gA;1,00;5,10;1,30;11,60;2,60;15,70;3,80;14,70;6,50;13,30;9,50;14,70
uojnRMGUrfg;nan;1,40;0,60;7,90;2,80;15,60;2,90;16,10;6,80;19,50;9,50;16,90
aj2jkFWThmI;0,20;0,80;0,90;3,20;2,70;7,00;4,50;9,90;10,10;19,20;15,80;25,60
3A_AwKFxQFs;nan;nan;nan;5,30;nan;17,20;nan;15,80;4,40;18,00;10,50;28,90
UaSqgMN35PU;0,80;4,60;1,80;14,70;2,10;13,00;2,80;9,30;6,80;15,30;11,40;17,40
Z_EeDqH_3UM;0,20;1,40;1,00;4,00;2,50;7,20;4,20;8,60;8,70;16,60;18,30;27,40
e1rXiUlGoPk;nan;1,60;nan;5,20;1,30;9,50;2,90;10,80;8,10;21,30;12,50;26,80
ge1jIc8wBIQ;0,40;4,00;1,00;10,20;2,00;14,70;3,60;14,20;5,70;19,70;7,50;16,90
we1zAr3EwGs;0,20;0,80;0,70;2,80;1,50;6,50;2,70;9,20;7,50;19,20;16,60;32,20
mo43Y-mQ9yk;nan;nan;nan;4,40;nan;9,70;nan;14,50;5,90;26,30;13,90;25,30
ZHA8LwFgDCM;0,70;6,20;1,60;14,70;2,40;13,60;3,40;10,10;6,70;13,20;11,60;15,80
1y6VokLA5kA;nan;nan;nan;7,20;nan;12,40;4,60;15,10;7,40;15,50;12,70;25,10
tlrL5IovlWE;nan;nan;nan;1,90;1,50;4,00;3,10;3,40;12,10;7,90;48,60;17,50
KGMEPx8Jy2c;nan;8,90;2,10;14,80;3,50;14,80;3,10;10,90;5,00;14,20;7,40;15,40
NCDhE7BlBYQ;nan;nan;nan;7,10;1,90;10,80;2,60;15,90;4,10;18,70;12,70;26,20
NWs9_pNufls;nan;2,20;1,60;5,60;1,20;7,90;1,40;10,40;6,90;19,00;17,50;26,40
fQ_IOGBfIyo;nan;nan;0,30;1,30;1,00;5,60;2,60;11,10;8,10;23,50;16,10;30,40
12eCCra1JBM;2,00;10,60;3,60;20,60;4,10;16,00;3,50;9,70;5,90;9,00;6,60;8,50
72tNfZ63sO4;nan;1,30;1,70;14,50;4,30;14,70;4,00;13,20;8,10;10,30;10,90;16,90
7dvuoI2o4G8;nan;nan;nan;12,00;nan;20,90;nan;15,70;nan;24,60;nan;26,70
0MfPjPI5kJ4;0,30;2,80;0,50;9,10;1,60;14,70;1,60;17,50;3,50;20,50;6,10;21,80
4XYBXuxjhRY;0,30;5,40;0,60;11,60;1,00;12,60;2,40;14,00;4,50;19,00;7,00;21,60
l7t9eUM26c0;nan;1,80;0,60;4,80;1,40;9,00;3,10;10,80;6,80;18,90;13,60;29,30
9Poq663VuQE;nan;nan;nan;9,90;nan;9,40;nan;12,30;17,80;17,50;18,00;15,10
x07U-XSUTso;nan;nan;nan;nan;nan;13,50;9,20;6,70;nan;28,20;19,00;23,30
D9EapdNb4vA;nan;nan;nan;4,30;nan;7,20;3,30;10,00;8,30;19,00;17,90;30,10
bUnwoBKnfSM;0,40;2,80;1,00;7,60;1,80;10,10;3,30;11,70;6,40;18,50;11,30;25,20
dLC1E6J0Pyw;0,70;3,60;1,60;9,30;2,20;11,00;3,80;9,50;8,90;14,00;16,80;18,60
Uy6RwJ2mic4;0,20;1,30;0,80;5,70;2,30;12,00;3,60;11,30;6,90;18,50;12,60;25,00
_zKV4Xlo97M;0,10;2,70;0,20;5,00;0,50;11,10;0,60;16,50;1,10;27,00;1,80;33,30
mqCL2grsBXQ;0,20;2,00;0,60;6,20;1,10;11,10;1,90;14,70;4,20;23,70;7,20;27,00
Dtfpsf8RQrs;nan;nan;nan;6,20;nan;20,20;1,60;21,70;1,30;27,20;2,00;19,80
OGIvYuXILO8;nan;nan;nan;nan;nan;5,80;nan;13,80;6,20;24,70;8,60;40,90
WqKq2kVd9us;nan;2,60;nan;7,30;1,20;12,90;2,20;14,70;6,00;21,30;9,60;22,30
0W0ErvoN4dQ;nan;nan;nan;4,10;1,40;8,10;2,80;11,80;6,50;22,80;12,80;29,60
sosBJR_dBtM;0,20;0,60;0,60;1,50;1,40;3,90;2,90;7,40;7,70;18,50;19,50;35,60
itas6qmF_yA;nan;nan;nan;nan;nan;11,50;nan;9,70;4,60;25,80;6,90;41,50
42DWfnkKh58;nan;2,20;0,60;6,90;2,60;10,50;3,20;11,70;5,50;20,40;13,00;23,40
v4GhBL8CtgU;0,10;1,40;0,80;6,70;2,40;13,70;4,20;15,60;8,20;19,70;10,50;16,80
Wee0G9shAAk;0,10;1,20;0,50;4,40;1,30;7,30;2,60;9,20;7,50;17,10;19,60;29,30
mYCa0f5agro;1,00;4,00;2,70;10,40;4,40;15,50;4,40;13,90;6,80;16,20;6,40;14,30
6g0U0uv_qBs;nan;1,50;0,60;3,60;1,20;7,00;2,20;9,90;6,40;20,60;14,30;32,80
U4zMj-CBcUQ;nan;nan;nan;23,90;nan;24,60;nan;15,50;nan;18,30;nan;17,60
0HRwYYS0LO8;0,10;0,90;0,50;3,50;1,10;7,10;2,90;10,10;8,60;21,20;17,00;27,00
hr_Ul2DbbKw;nan;1,50;0,70;3,30;1,30;10,00;2,10;14,70;6,50;22,70;13,90;23,40
dgGa-NFUQ38;1,20;5,50;3,10;16,30;3,90;18,30;3,50;13,00;5,30;13,80;5,30;10,50
DXkumcpmImY;0,20;2,20;1,10;7,70;1,90;14,40;2,20;17,30;4,80;21,90;6,80;19,30
zy8TQ3YKzcg;nan;nan;nan;nan;nan;15,00;nan;;8,10;23,70;21,40;31,80
pjriofixq4o;0,10;0,50;0,20;2,60;0,80;9,10;1,30;14,80;3,50;28,00;5,90;33,00
CxZN_x9fKoE;nan;nan;nan;4,10;nan;7,50;1,30;13,30;6,80;22,60;10,80;33,60
F_aAoqGMWHY;0,20;3,20;0,70;8,80;1,60;12,10;2,70;13,60;5,80;20,50;8,30;22,40
_brUqNMGvXA;nan;nan;nan;9,60;1,00;13,80;3,00;13,30;7,80;19,40;11,10;21,10
krdom5aB0i8;nan;3,40;nan;7,90;2,40;15,60;6,40;15,20;6,20;17,90;10,10;14,80
1nX9qqTmoEc;0,50;3,80;1,50;12,10;1,80;13,80;2,70;12,00;5,90;15,70;11,10;19,10
5kShKbtFjeg;0,20;0,60;0,60;2,30;1,50;6,80;2,50;10,20;6,50;20,40;14,80;33,50
2NlSqUZsmu8;0,20;5,90;2,20;28,80;2,40;21,90;1,80;8,70;3,20;9,40;4,60;11,00
PsDurZK0CD0;0,80;3,00;2,30;6,70;5,40;10,10;4,90;8,50;8,50;16,20;11,60;22,00
OAwIYlSk-IU;nan;nan;nan;8,00;nan;13,70;nan;15,40;8,00;16,40;12,00;26,40
H6B8BIMdLn8;0,30;2,60;0,80;7,20;1,80;11,00;3,40;11,20;8,50;16,40;15,80;20,80
YKyQ7y1vZI8;0,30;2,60;1,40;6,00;3,90;9,40;4,90;9,50;8,90;15,50;15,20;22,40
OzchDvtBpHc;nan;4,50;nan;6,80;2,90;11,10;4,10;11,90;8,40;16,80;12,80;20,60
WxE-_73fOjE;0,70;5,60;2,10;14,30;2,50;13,80;3,30;10,50;5,90;13,60;10,90;16,80
aZYmItd6E08;0,10;0,50;0,40;2,20;1,10;7,30;2,10;11,30;5,20;22,50;11,20;36,00
ZoFqQBtCyK0;nan;4,30;1,20;8,60;1,00;12,40;4,40;12,30;5,60;17,10;9,70;23,50
dVVm-Unp_Ws;nan;2,30;0,80;9,10;2,10;11,80;3,60;12,40;8,10;16,70;12,10;20,90
sk72ZpO1Pxg;0,10;1,20;0,80;5,10;2,10;9,70;3,30;11,70;7,30;21,40;10,50;26,60
bKqKwaaKETM;nan;5,60;nan;7,90;nan;9,70;2,30;9,70;8,30;14,10;15,80;26,60
MALHN0gBdr4;0,20;1,70;0,80;5,50;1,40;9,40;2,90;9,70;7,80;18,00;15,60;27,00
XhQzxhdqsA4;0,30;1,20;1,30;4,00;3,10;8,70;4,10;11,10;7,30;18,40;13,50;27,00
A4GYqxQr4OQ;0,30;3,90;1,10;10,60;1,40;12,80;2,10;12,30;4,70;18,50;9,40;22,90
ydIRTwKFbPI;0,30;2,50;0,90;7,40;1,50;9,20;2,20;9,40;7,10;17,80;14,40;27,10
DVFbg2nCoMc;nan;nan;nan;nan;nan;18,60;2,20;16,90;7,90;23,40;9,10;21,70
mvv1WXuhGVo;0,20;4,80;1,20;14,50;2,40;18,40;3,40;16,10;4,30;16,80;4,50;13,30
eg5jqMClUFk;0,30;2,40;0,90;7,80;1,40;10,60;2,60;11,40;5,90;18,30;12,80;25,50
7Nt88d7zw8k;0,70;2,30;6,80;12,90;9,80;15,00;7,30;7,80;9,90;9,30;8,90;9,40
v-eb-C3mzZ0;0,30;3,20;1,10;7,90;1,60;8,80;2,40;8,20;6,20;15,40;16,00;28,80
KSor-vohOXs;nan;2,20;0,40;5,50;1,20;11,10;2,10;14,50;5,00;24,50;7,40;26,20
PC_bXPpa67k;nan;0,50;0,30;2,40;1,30;9,30;1,60;13,90;4,50;23,70;9,40;33,10
gkPDL0oIzm4;nan;nan;nan;7,40;1,50;18,90;1,60;18,90;5,20;24,70;2,80;19,10
vLwZosucr-g;nan;1,30;nan;8,20;0,50;9,60;2,90;10,50;8,00;18,10;16,90;24,00
uoGDFc6rlb4;0,10;0,30;0,50;1,60;1,50;4,40;2,90;6,80;9,10;17,20;20,50;35,00
23O1jJQbABI;3,10;9,00;4,10;10,70;3,50;8,80;3,60;7,70;6,30;12,40;12,90;17,90
r2MqbJPCk1A;nan;4,30;0,90;7,90;1,60;7,40;2,90;9,50;4,70;14,70;17,50;28,70
kCsdwUOH8EY;0,20;1,80;0,40;4,50;1,30;7,80;2,30;11,50;6,50;20,70;12,30;30,70
hNhebGdHWtI;0,10;1,00;1,00;6,40;2,40;13,90;4,10;14,60;8,80;17,90;13,30;16,50
Hq6Hnga74K4;0,30;1,10;0,50;3,70;1,20;6,70;2,80;8,90;8,90;19,50;19,10;27,20
39oToXzlMx4;0,30;0,50;0,40;2,90;1,50;6,00;3,10;8,80;9,30;17,00;21,50;28,70
7wpw4m6pIT0;nan;nan;nan;6,90;nan;14,90;2,40;14,90;8,30;19,40;7,80;25,20
CCshr_4ZnOo;0,10;0,90;0,50;2,50;1,30;5,00;2,80;9,00;7,50;18,90;18,40;33,00
VGp34d38poQ;nan;nan;nan;6,50;nan;12,70;nan;12,70;3,60;22,60;9,40;32,50
GMH4AVWb85o;0,10;2,00;0,60;5,60;1,20;9,30;2,60;12,80;5,40;21,20;11,10;28,10
r1ySjp0l1HU;0,30;1,30;1,80;5,20;3,70;8,20;5,40;7,70;11,30;15,10;18,20;21,70
LZ873R59sZc;0,30;2,40;1,00;6,50;1,90;9,40;2,80;10,50;7,10;17,30;14,60;26,10
qf6bWC62Zoc;nan;nan;1,60;10,60;5,10;18,50;7,50;12,40;10,30;12,30;11,50;10,30
PQSNBfQ9_Ck;0,60;3,30;1,60;9,00;2,60;11,60;3,80;11,30;7,00;16,60;12,00;20,60
vOd68lc_AXk;0,10;0,50;0,40;2,10;1,00;6,00;2,10;9,50;8,10;22,00;16,50;31,80
V3wEPZ4iFvM;nan;0,80;nan;3,90;1,80;9,10;2,80;11,40;7,00;18,50;16,70;28,00
n_T6AVLYOaQ;nan;14,40;nan;18,80;4,30;14,90;4,80;7,90;6,50;10,00;8,90;9,60
9C-s_M1gx1s;0,00;0,40;0,20;1,90;0,50;6,80;0,90;11,60;2,80;25,00;6,60;43,10
jXCkQs158dQ;0,20;1,20;0,90;4,40;1,70;8,50;3,10;11,30;6,70;18,90;15,30;27,70
Rc9KYcWCPxw;0,40;2,90;0,70;8,70;2,20;12,50;2,80;13,00;5,80;22,90;7,50;20,70
0mASYqvp_r8;0,20;1,00;0,60;4,30;1,40;9,30;2,70;12,80;6,20;19,80;13,10;28,60
E0X5tEI2FPw;nan;2,60;0,30;6,20;0,90;9,30;2,00;12,50;4,10;22,30;10,40;29,40
DrAFPrL8TTA;0,40;2,00;0,80;7,80;1,20;10,50;1,90;9,40;7,10;20,70;13,40;24,90
IsWD0Ov8XwE;nan;2,80;0,60;9,60;0,80;8,90;2,30;10,20;5,40;15,80;18,10;25,50
DwVGClZyeyY;0,70;3,10;2,00;8,60;3,10;9,00;4,50;9,80;6,80;15,20;14,40;23,00
2anwxITEjjg;nan;nan;nan;7,70;1,50;14,20;5,60;13,20;9,60;17,40;13,20;17,50
G5wdbMfBMDs;nan;5,10;nan;9,20;nan;10,20;nan;12,30;4,90;16,50;13,70;28,00
HyR2m61Bu2s;0,10;0,80;0,50;5,20;1,20;14,00;1,90;16,50;3,60;22,20;6,70;27,10
PF4kqlx2kMA;0,50;3,90;1,70;12,60;2,50;14,00;3,70;11,90;8,00;18,20;8,20;14,70
aEzZ1mf5FYM;nan;nan;nan;5,40;nan;4,30;nan;5,60;2,30;24,90;13,30;44,10
abU17dU0tBM;0,60;4,20;2,50;13,90;4,60;17,20;5,10;13,00;6,60;13,60;7,00;11,70
tU4XfHLXLr0;0,40;1,60;0,60;6,60;1,80;9,20;2,30;10,50;8,00;19,40;14,40;25,40
FvcGrCjoOhE;2,20;9,80;3,60;19,10;3,80;17,50;3,50;12,00;4,30;11,00;4,20;8,50
_tKD14rbhuo;1,40;9,60;2,90;21,90;2,20;15,60;2,70;10,30;4,00;11,00;6,30;12,10
vRR-HqrydzI;0,50;2,40;1,30;6,30;2,40;10,30;3,90;11,40;8,60;17,30;13,60;21,90
1PEm5VD1Y7E;nan;nan;nan;5,40;1,30;10,50;3,80;11,40;9,20;17,60;17,90;22,90
D_6nfIlYO0E;nan;nan;nan;10,10;nan;14,90;2,30;13,00;6,30;17,60;10,50;25,30
Vln-bElYMm4;nan;nan;nan;nan;nan;16,90;nan;19,60;8,10;19,60;14,20;21,60
HmVI9pLKfWc;nan;nan;nan;nan;nan;14,20;nan;13,30;4,20;25,20;13,30;29,70
BT9eBYTQfmo;nan;0,70;nan;4,20;1,70;9,40;2,50;11,60;5,60;22,30;13,20;28,90
4B8SQvwHni4;nan;1,80;0,70;13,60;1,90;14,40;3,00;14,60;4,40;21,40;6,90;17,20
gMzYMmJBxKg;0,20;0,30;1,00;1,50;3,20;4,00;6,20;6,50;15,20;14,50;24,70;22,70
paUdjZ4HkYo;0,20;2,30;0,80;9,10;2,00;14,50;4,00;15,20;8,40;18,90;10,10;14,40
iHKn_1ozWrc;nan;6,80;nan;8,00;nan;17,50;2,50;17,00;3,60;18,40;8,40;17,70
sRHSeUZkJ5M;nan;nan;nan;7,00;nan;14,00;1,40;13,20;6,50;19,30;10,10;28,60
1iIhdF-IdbA;0,20;1,10;0,70;4,60;1,30;6,80;2,20;8,50;7,10;18,90;15,90;32,60
jXu4Y93YJ_A;0,30;0,90;0,60;2,60;1,30;5,70;2,90;8,90;9,30;17,60;20,30;29,50
_6Yiou1T2Kg;0,90;3,70;2,00;9,10;3,20;11,20;4,10;10,50;7,10;14,90;12,40;20,70
X8QWdOTyhpo;0,80;4,50;1,90;9,30;3,20;11,30;4,40;10,70;9,00;15,00;12,60;17,00
WMcLhsTK7_8;0,50;5,10;1,10;11,30;1,80;14,50;2,90;14,00;6,30;17,40;8,00;17,00
eJFe9n8eUpA;0,10;0,90;0,30;5,40;0,70;13,50;1,10;16,20;2,20;22,60;5,20;31,60
gtA3pcHWBYY;0,20;0,60;0,50;2,70;1,30;7,30;2,20;10,70;5,60;21,20;12,30;35,30
ORjebSnFwfA;1,70;7,80;3,70;19,80;3,50;17,70;3,10;12,60;3,80;11,80;4,20;10,30
OqUQlxPNLeQ;nan;nan;nan;14,70;nan;20,70;nan;19,00;nan;24,40;nan;21,30
jlrijKY4fr4;nan;2,10;1,00;7,00;1,20;9,80;3,10;12,10;6,30;19,40;14,20;23,60
RliGGEQncKo;0,10;1,00;0,30;4,40;0,70;11,30;1,10;16,40;2,30;24,60;5,00;32,70
BrDhLtn8kxc;1,50;6,70;3,10;15,50;3,30;14,20;4,00;12,20;6,10;13,70;6,90;12,70
auSH8E1OIWI;0,30;1,80;0,70;5,60;1,70;10,00;2,70;12,20;7,20;20,10;12,50;25,20
SHQprr559Sg;nan;nan;nan;8,50;nan;12,40;nan;12,60;5,30;20,70;11,50;28,80
89BxpR1B9hA;nan;1,90;0,50;7,90;1,10;13,70;2,40;15,30;4,10;23,30;6,60;23,20
7jUykgiKZz0;0,20;1,30;1,60;4,10;3,20;7,50;4,10;9,80;7,80;17,50;14,00;28,90
aXAm8lbxQcQ;nan;2,30;nan;6,80;0,80;9,30;3,60;11,60;7,30;18,10;12,20;28,00
FwhMJkNN8Ss;0,10;2,00;0,60;12,30;1,50;20,80;1,90;15,20;4,10;16,40;7,10;18,00
rAGieYCDako;0,10;0,80;0,50;2,30;1,20;4,80;2,70;7,30;7,20;16,50;22,10;34,30
MhNkGrTMQyQ;0,80;5,50;3,00;18,60;4,00;18,70;3,40;13,30;4,60;12,00;5,70;10,40
eg0bcZ_5sCM;0,40;0,80;0,70;2,40;0,90;5,40;3,20;8,10;9,90;18,60;23,30;26,30
GLhveJ65_eM;0,60;3,20;1,20;6,90;2,10;8,00;3,40;11,10;8,70;17,60;15,80;21,40
DTlxGS3nz3E;0,20;1,00;0,70;4,40;1,70;10,90;2,80;14,20;5,70;22,10;9,70;26,40
oqucZ7unEOE;nan;4,10;nan;8,80;1,10;12,50;2,30;14,90;4,20;19,90;7,00;25,10
tfTjX_WaaWg;nan;nan;nan;6,20;nan;12,60;4,20;13,10;8,00;18,10;14,70;23,10
cc-5IuWrmBk;nan;0,40;0,30;3,50;1,30;13,50;2,10;22,50;3,70;32,10;2,40;18,10
fTLyMM2uFwE;nan;nan;nan;nan;nan;13,40;5,80;14,00;11,60;14,50;19,20;21,50
LZuKa7bqU-g;0,10;0,70;0,30;1,80;0,80;3,80;2,00;6,30;6,70;17,80;22,50;37,00
dEN5k_6Bhc8;0,90;4,40;2,00;10,60;3,40;12,50;4,10;12,60;8,20;15,70;11,10;14,50
8ZcUG_CuqGc;nan;7,90;0,70;20,80;1,50;20,00;0,70;13,50;1,70;18,70;1,40;12,90
H_vaRSda4AY;0,10;1,40;0,70;6,00;1,90;9,50;2,90;12,70;7,20;18,60;14,50;24,60
IvA0OJLDkno;0,30;2,70;1,00;8,30;1,80;11,50;3,00;12,50;6,60;18,50;11,50;22,30
lX5aXWclEvs;nan;2,30;nan;6,20;1,00;17,20;2,10;13,70;6,20;20,40;8,00;23,00
ywl5tU9SBuw;nan;0,70;0,50;4,10;1,40;11,80;2,20;16,10;3,70;25,90;7,40;26,20
