video_id;Videotitel;Veröffentlichungszeitpunkt des Videos;Dauer;Neue Zuschauer;Klicks auf Abspannelement;Klicks auf Infokartenteaser;Klicks auf Infokarte;„Mag ich“ und „Mag ich nicht“ im Vergleich (%);„Mag ich nicht“-Bewertungen;Im Feed angezeigt;Geschätzter Umsatz (EUR);Impressionen;Klickrate der Impressionen (%)
CAf11Dcjf5w;Reich dank Promi-Enthüllung? Das steckt hinter der Abzocke | ntv #Faktenzeichen;07.05.2024;903;207;4;0;0;9362;3;0;;47502;289
xIESD12ja_Y;"OMR-Gründer Westermeyer: Firmen-Geschichten ""stärker in die Welt hinaustragen"" | ntv";07.05.2024;222;907;5;0;0;9231;2;0;;38137;356
9iUDCWYXhpw;Berlin: Pro-Palästina Proteste - Polizei räumt Gelände der FU Berlin #ntv #shorts #berlin #palestine;07.05.2024;60;1249;0;0;0;8997;32;18929;;30041;402
p0nc6syUBRM;Niederbayern: Brand in Baumarkt - Flammen schießen 30 Meter in die Höhe | #ntv #shorts #brand;07.05.2024;54;5626;0;0;0;9494;12;41093;;17025;252
kH4GzmjEIwM;Geringere Qualität, höherer Preis: Wie Granini bei seinem Orangensaft mogelt | ntv;07.05.2024;71;220;2;0;0;85;9;0;;15759;403
WFNHmipOarg;"Singen als ""Lebenselixier"": Senioren-Chor überrascht mit Hip-Hop und Pogo  | ntv";07.05.2024;152;94;0;0;0;875;2;0;;14580;233
8ydm61-IWmk;Brasilien: Luftaufnahmen zeigen Ausmaß der Hochwasserkatastrophe | #ntv #shorts;07.05.2024;34;314;0;0;0;871;4;5029;;10412;324
cLpI6c5nO3w;Kennt ihr solche dubiosen Anzeigen? | #ntv #shorts #faktenzeichen;07.05.2024;36;230;0;0;0;8889;4;4865;;9543;237
QXx1LyW14dQ;China: Messerattacke in Krankenhaus - Mann tötet zwei Menschen | #ntv #shorts;07.05.2024;48;26;0;0;0;8333;4;1625;;6306;308
33LUj4ZpBPE;Farbattacke auf Schloss Versailles: Aktivisten verstreuen orangenes Pulver #ntv #shorts #versailles;07.05.2024;44;145;0;0;0;625;6;1984;;5108;151
imJGGpZGR3c;"Nico Rosberg im ntv-Podcast ""Startup - Jetzt ganz ehrlich"" | #ntv #shorts #formula1";07.05.2024;30;110;0;0;0;5714;6;1957;;4853;124
 -Tq6IsvU83c;"Giffey: ""Angriff kam ohne Vorwarnung von hinten"" - Statement nach Attacke in Berlin  | ntv";08.05.2024;565;16560;16;0;0;4318;475;0;;2433922;145
oN5AkEsXqjQ;"""Wirklich angsteinflößend"" - Unmengen Drohnen setzen ukrainischer Artillerie zu | ntv";08.05.2024;144;8353;414;0;0;8392;92;0;;705229;602
YN0d0gXJO5M;"""Ukrainer haben Lage in Tschassiw Jar stabilisiert"" - Journalist Trubetskoy in Kiew  | ntv";08.05.2024;237;1391;62;0;0;4551;170;0;;361131;252
eg0bcZ_5sCM;"""CDU beschwört Bräsigkeit der 90er herauf"" - SPD-Chefin Esken im Frühstart  | ntv";08.05.2024;430;447;25;0;0;2363;265;0;;170395;273
fwNR2WbZx84;LIVE:  Statement Ursula von der Leyen beim CDU-Bundesparteitag;08.05.2024;1556;606;0;0;0;1683;168;0;;93720;302
tS16-f0wD5s;Prokrastination auf Arbeit - Faule Richterin zu fast drei Jahre Haft verurteilt | ntv;08.05.2024;161;280;11;0;0;95;3;0;;31047;571
Vq2m6srpQrA;Explosionen im russisch-besetzten Luhansk - Öldepot in Flammen | #ntv #shorts #ukraine #russia;08.05.2024;57;258;0;0;0;8444;35;17708;;28780;393
wtOBu5NS7N8;Militärübung in Belarus: Armee testet taktische Atomwaffen | #ntv #shorts #russland #belarus;08.05.2024;42;457;0;0;0;7677;69;34905;;26716;39
NjBAPn4brEA;Aufpreis pro Billigartikel? Frankreich sagt Fast Fashion den Kampf an | ntv;08.05.2024;103;813;6;0;0;8431;8;0;;22708;309
wi7w-Z9N80g;"""Viele europäische Unternehmen sind unterbewertet"" | ntv Geldanlage-Check";08.05.2024;206;23;3;0;0;625;3;0;;17247;152
92vKCNct2Sk;LIVE:  Giffey zu Angriff in Neuköllner Bibliothek;08.05.2024;481;63;0;0;0;569;25;0;;14866;285
y3EzVIe_Z0E;Oklahoma: Mehrere Tornados richten Verwüstung an | #ntv #shorts #oklahoma #tornado;08.05.2024;47;110;0;0;0;8276;5;3459;;8700;109
TJeTR7guLYc;Paraguay: Fußball-Fans gehen Schiedsrichter an - Soldaten greifen ein | #ntv #shorts #paraguay;08.05.2024;46;152;0;0;0;7143;6;2139;;8557;119
qHvxXNPS1v4;"Erneute Drohung mit Atomwaffen ""ist politischer Bluff"" - Reporter Munz zu Putins Strategie  | ntv";10.05.2024;178;5808;191;0;0;5197;501;0;;1640211;178
fPb1nbESmlc;"""Russische Verluste sind exorbitant hoch"" -  Umbach: 500.000 tote Soldaten bis Jahresende? | ntv";10.05.2024;448;13960;1360;0;0;7551;583;0;;1596775;505
jUafHqJ_6Kg;Späher gegen Späher: Ukraine-Trupp sucht aus Versteck Ziele hinter der Front | ntv;10.05.2024;132;2353;130;0;0;8711;41;0;;249486;598
_zKV4Xlo97M;"""Wie ein Sportwagen, nur besser"" - US Air Force bildet 24 Deutsche zu Kampfpiloten aus | ntv";10.05.2024;190;4743;67;0;0;9313;9;0;;131394;504
fR6aUz2VrTo;"""Unflätigkeiten und Hasstiraden"" aus der Opferrolle heraus - Karasek zu Putins Propaganda | ntv";10.05.2024;285;137;43;0;0;8049;32;0;;74758;426
guGBsQgigKE;Ukrainischer Drohnenangriff löst Feuer in russischer Ölraffinerie aus #ntv #short #ukraine #russland;10.05.2024;59;261;0;0;0;805;101;25140;;40385;402
t7YDdYHaTUQ;Malmö: Proteste wegen Israels ESC-Teilnahme - Greta Thunberg auch dabei #ntv #shorts #esc #palestine;10.05.2024;60;3621;0;0;0;831;123;27667;;39228;519
Zt5WrbEaPLk;"Beim DAX ""gehen einem langsam die Argumente aus"" - Experte zu immer neuen Allzeithochs | ntv";10.05.2024;220;191;2;0;0;96;1;0;;35749;323
xwt9cP6ax0o;Messe, Show, Netzwerk: OMR Festival vernetzt Politiker und Influencer-Szene | ntv;10.05.2024;283;225;3;0;0;60;6;0;;19562;201
zXBi_jk3Fxk;"Bundesfinanzminister Lindner: ""Wir müssen die Chancen nutzen, nicht immer nur Bedenken haben""";10.05.2024;154;48;0;0;0;6667;8;0;;15884;256
rUfOmoI7NQY;Senegal: Boeing 737 geht nach missglücktem Start in Flammen auf | #ntv #shorts;10.05.2024;45;831;0;0;0;8454;15;16983;;12171;35
1p__yxGO7PU;Mindestens drei Tote durch Tornados in den USA | #ntv #shorts #usa #tornado;10.05.2024;56;517;0;0;0;8684;5;5575;;9951;176
SUtTmT1kZQg;"""Baby, baby, baby, ohhh"" - Justin und Hailey Bieber erwarten Nachwuchs | #ntv #shorts #justinbieber";10.05.2024;43;271;0;0;0;7778;4;2221;;6732;174
b94BvKhRmE8;NASA-Animation zeigt Flug ins Schwarzes Loch | #ntv #shorts #nasa;11.05.2024;60;3344;0;0;0;9599;13;38687;;21867;344
t3bp2QGzIAw;"""Kein Zufall, dass Offensive auf Charkiw jetzt begonnen hat"" - Munz zur Entlassung Schoigus| ntv";13.05.2024;147;27570;480;0;0;7832;163;0;;4597698;155
0HRwYYS0LO8;"Habeck steht ""über den Dingen"" und wundert sich über FDP - Wirtschaftsminister im Frühstart | ntv";13.05.2024;663;4151;53;0;0;4079;527;0;;565914;32
15n8Kl68q2w;Proteste gegen Tesla-Ausbaupläne in Grünheide | ntv;13.05.2024;111;1623;0;0;0;4322;67;0;;474329;85
AeGJ9bcV1QQ;"""Wenn alle verstehen, was hier auf dem Spiel steht"" - Robert Habeck (Grüne) im #ntv Frühstart";13.05.2024;32;1856;0;0;0;5597;273;42805;;316532;728
r05L9HbgQmw;"""Grenzübergang zu Ägypten ist zu - da wird gekämpft"" - Blufarb über Lage in Rafah | ntv";13.05.2024;154;146;23;0;0;8649;5;0;;32835;475
oF0HjL9-lW4;Berlin: Brand am Alexanderplatz - Bahnverkehr zeitweise eingestellt | #ntv #shorts #berlin #alex;13.05.2024;59;202;0;0;0;8182;8;4517;;18176;376
JUD07zsVkpc;Diese Kandidaten ziehen in den Sommer-Dschungel! | #ntv #shorts #dschungelcamp;13.05.2024;59;312;0;0;0;7297;10;4839;;15526;482
tflFhk_DcdU;"""Deutsche lassen sich ihren Sommerurlaub nicht nehmen"" - Tourismus erholt sich mit einem Aber | ntv";13.05.2024;256;43;0;0;0;6154;5;0;;13959;208
ZpoEqypqm0k;Explosion reißt riesiges Loch in russisches Wohnhaus | #ntv #shorts #russland;13.05.2024;57;73;0;0;0;7934;25;15417;;10594;258
SSmaI2Brq3c;"""Familien müssen sich mit Wehrpflicht beschäftigen"" - Serap Güler im Frühstart | ntv";14.05.2024;448;5550;33;0;0;2685;406;0;;671090;19
6B8RU_fi1Yo;Umfrage offenbart Wählerprofil der AfD - Wüst und Söder beliebter als Merz | ntv Trendbarometer;14.05.2024;835;3048;89;0;0;5137;355;0;;670128;278
Dkuxj5yYDgA;Schiffbrüchige gerettet - Orcas versenken Segeljacht | ntv;14.05.2024;78;16090;84;0;0;9527;7;0;;199751;688
1yYAos7AeYM;LIVE: Statement des FDP-Fraktionsvorsitzenden Christian Dürr;14.05.2024;1408;49;0;0;0;6333;22;0;;27799;271
zFAF7ryQkPs;Massenschlägerei in Leipzig - Mann zieht Machete | #ntv #shorts #leipzig;14.05.2024;60;861;0;0;0;775;18;3780;;18232;824
yS3-9d7ELnY;LIVE: Statement des FDP-Fraktionsvorsitzenden Christian Dürr;14.05.2024;793;29;0;0;0;50;2;0;;14076;214
ukAciH5uiFQ;Verpflichtende Dienstpflicht hätten wir als CDU gerne - Serap Güler (CDU) im #ntv Frühstart;14.05.2024;53;116;0;0;0;6818;14;5971;;13580;392
ClW49CgkoMI;Israelische Rechtsextreme blockieren Gaza-Hilfstransport | #ntv #shorts #gaza #israel;14.05.2024;60;710;0;0;0;6339;67;9645;;13459;443
T0L-ylMgoSA;"""Diese Emotionserkennung ist wirklich spannend"" – Digitalexpertin Frauke Holzmeier zu OpenAI | ntv";14.05.2024;164;46;0;0;0;50;4;0;;12979;232
LhwfqfK08hI;Künstliche Intelligenz wird menschlicher | ntv;14.05.2024;119;196;0;0;0;100;0;0;;12564;188
ga2mxRCTCrY;Bangladesch: Pilot stirbt bei riskantem Jet-Manöver | #ntv #shorts;14.05.2024;60;547;0;0;0;9302;3;10504;;10932;316
aUbuY1RpsbQ;Nach Frachter-Unglück in Baltimore: US-Armee sprengt sprengt Brücke | #ntv #shorts;14.05.2024;57;110;0;0;0;8667;2;3450;;10433;264
Q05U99PQG1g;Indien: Riesige Werbetafel kracht auf Tankstelle - mehrere Tote | #ntv #shorts #india;14.05.2024;56;188;0;0;0;80;4;4664;;5705;393
C8xu09z8cL8;"Scholz verurteilt ""feigen Anschlag"" auf Fico - Motiv bislang unklar | ntv";15.05.2024;133;33025;161;0;0;8473;60;0;;3787639;162
jUkEqHQ1Dfg;"Attentat schockt Slowakei - Umbach: ""Ficos Innenpolitik ist seit jeher umstritten"" | ntv";15.05.2024;290;8480;31;0;0;697;40;0;;2066666;71
YE0Cxc__I5k;"""Zukunft in der EU auf dem Spiel"" - Röthig: Georgiens neues Gesetz ist Signal an Russland | ntv";15.05.2024;240;1918;27;0;0;5043;58;0;;375136;205
_s_ejlV2aNM;"""Die Fliege"": Drogenboss in Frankreich befreit - Wer verriet Angreifern die Geheimroute? | ntv";15.05.2024;95;4348;82;0;0;9624;7;0;;134778;1023
stRqkvZmf2A;Harter Schlagabtausch zwischen Trump und Biden: Bleichmittel gespritzt? Publikum begeistert | ntv;15.05.2024;182;887;0;0;0;8617;13;0;;134548;254
mvxnS0dOs_Q;Attentat auf slowakischen Ministerpräsidenten Fico | #ntv #shorts #slowakei #fico;15.05.2024;43;2376;0;0;0;8621;4;3455;;80128;359
ffW9D7gwR6c;"""Krankenhausreform wird ihre Ziele nicht erfüllen"" - DKG-Vizechef im Frühstart | ntv";15.05.2024;351;149;3;0;0;7778;6;0;;65630;88
V8s0PlXYsuU;"Verband warnt Fußballfans: Schotten ""geschockt"" über Zustände bei der Deutschen Bahn | ntv";15.05.2024;111;263;0;0;0;875;2;0;;21933;425
pr1Z3sPFuik;US-Außenminister Blinken rockt in Kiewer Bar für die freie Welt #ntv #shorts #usa #ukraine #blinken;15.05.2024;58;617;0;0;0;8788;8;6183;;18062;379
BfDdGaH9nYE;LIVE: Pressekonferenz Karl Lauterbach zur Krankenhausreform;15.05.2024;848;89;0;0;0;40;12;0;;16063;212
8qj5tfcrtt8;LIVE: Vorstellung Frühjahrsgutachten 2024 der Wirtschaftsweisen;15.05.2024;1118;82;0;0;0;6667;2;0;;15607;211
1SQMN7gutb0;Gute Noten - diese Baumärkte punkten im Test  | ntv Service;15.05.2024;250;36;1;0;0;9565;1;0;;13384;132
lCONVh_Y6Mg;Ganz in rot: Erstes Porträt von König Charles enthüllt | #ntv #shorts #kingcharles #royalfamily;15.05.2024;40;1211;0;0;0;8434;13;14882;;12109;416
USHv442d3bY;"""Die Rechnung wurde ohne die Menschen gemacht"" - T. Lemke, Vizepräsident DKG zur Krankenhausreform";15.05.2024;46;627;0;0;0;9192;8;10002;;11336;284
qaZ0J8Q7TXc;New York: „The Portal“ nach Nackt-Aktion geschlossen | #ntv #shorts #newyork;15.05.2024;60;412;0;0;0;8333;15;6524;;9491;458
NJ4dpulQLhQ;Peru: Lastwagendieb liefert sich dramatische Verfolgungsjagd mit Polizei | #ntv #shorts #peru;15.05.2024;57;2325;0;0;0;9753;2;12336;;8334;271
6biPXDEzt5c;Istanbul: Feuer bricht in historischem Markt aus | #ntv #shorts #istanbul;15.05.2024;53;71;0;0;0;85;3;2923;;6270;285
nUJWBotCsus;"Weidel: AfD geht gegen ""albernes"" Höcke-Urteil in Berufung | ntv";16.05.2024;629;99976;1998;1;0;8584;2368;0;;5497825;351
eZHV7CWUKIk;"""Russland hat nur noch eine Wahl"" - Munz zu Putins China-Reise  | ntv";16.05.2024;119;9701;478;0;0;6269;463;0;;1137261;45
bfl86jYh8Hs;"""Russland hat nur noch eine Wahl"" - #ntv-Reporter Munz zu Putins Staatsbesuch in China";16.05.2024;31;2555;0;0;0;788;248;112484;;774961;496
xDJhpdyWCDE;Düsseldorf: Tote bei Wohnhausbrand nach Kiosk-Explosion | #ntv #shorts #düsseldorf #brand;16.05.2024;44;2439;0;0;0;932;7;17087;;40996;692
u8wXSnW9w74;"""Russen machen gezielt Jagd auf Sanitäter"" - Gustav Gressel, Sicherheitsexperte | #ntv #shorts";16.05.2024;47;413;0;0;0;6929;129;34049;;32702;347
AEawIO2CbFw;"Christian Gerloff, Insolvenzverwalter - ""Esprit hat den Punkt erreicht, sich wieder neu zu erfinden""";16.05.2024;463;711;0;0;0;8571;3;0;;23235;215
OlxW-jeawXA;"""Glaube nach wie vor an die Stärke der großen Firmen in Deutschland"" - Siemens-Chef Busch | ntv";16.05.2024;446;24;0;0;0;8571;1;0;;17486;182
UeUe8Mxk_Vg;Louisville : Dashcam-Video zeigt, wie Truck nach Unfall von Brücke baumelt | #ntv #shorts;16.05.2024;57;920;0;0;0;9452;4;11035;;16136;267
V8vw2i-UclI;"Wissing ""Ökonomie, Wissenschaft und Politik sind eben unterschiedliche Dinge""| ntv";16.05.2024;274;12;0;0;0;6154;5;0;;13409;131
LML5rrhBi6E;"Risse in der Partnerschaft? Munz: ""Es ruckelt zwischen Russland und China"" - drei Beispiele | ntv";17.05.2024;129;11794;1147;0;0;7627;271;0;;1068789;456
syYOcZ0Dtu8;Bodycam-Videos zeigen schwere Straßenkämpfe  In Wowtschansk | ntv;17.05.2024;135;6842;405;0;0;7542;116;0;;652111;464
lrZBcJk4JF4;"Scheiterndes AfD-Verbot ""wäre großer Propaganda-Erfolg"" - Justizminister Buschmann | ntv Frühstart";17.05.2024;523;583;8;0;0;3212;112;0;;296178;92
g8DZ07TZB7s;Unwetter zieht über Deutschland | #ntv #shorts #unwetter #regen #gewitter;17.05.2024;52;2325;0;0;0;9103;39;35153;;66266;278
Q-qbqYx-QXA;Russland: Ukrainische Drohnen-Angriffe treffen Ölraffinerie | #ntv #shorts #russland #ukraine;17.05.2024;57;687;0;0;0;8289;90;44875;;30200;217
fUq3UXu_h80;Brechen Kicker ihr Schweigen? - Großes Coming-out im Fußball angekündigt | ntv;17.05.2024;88;306;10;0;0;6364;8;0;;22888;379
C44zqNsuwLk;Long-Covid-Erkrankte kämpfen gegen ewiges Stigma - Bisher wenig neue Erkenntnisse | ntv;17.05.2024;143;307;8;0;0;8276;5;0;;21532;444
O59gZ4hEtPg;LIVE: Pressekonferenz Bundeskanzler Scholz mit der Präsidentin der Republik Moldau, Sandu;17.05.2024;878;57;0;0;0;6154;20;0;;18221;246
sQ-0QLzOer8;"""Bleibe selbst jedoch skeptisch"" - Politologe: Option eines AfD-Verbots rückt näher | ntv";17.05.2024;244;48;5;0;0;44;14;0;;17908;3
qwtgbCPUUxc;Michelin-Stern für Taco-Stehimbiss - Familienbetrieb in Mexiko-Stadt ausgezeichnet | ntv;17.05.2024;117;387;0;0;0;9714;1;0;;13888;284
cnogdiRyYcY;Das kosten die beliebtesten Reiseziele aktuell | ntv Preisbarometer;17.05.2024;963;42;0;0;0;100;0;0;;12788;261
NJ_os9D-mHw;Russland zermürbt Ukraine an allen Fronten - Banges Warten auf US-Munition | ntv;19.05.2024;204;54068;533;0;0;6115;814;0;;3304932;298
G5wdbMfBMDs;Griechen wappnen sich für den nächsten Brand-Sommer - ntv-Reporterin begleitet Feuerwehr  | ntv;19.05.2024;172;49;7;0;0;9259;2;0;;27889;223
jPTdTvAiVfg;Hubschrauber-Absturz: Iran meldet Tod von Staatsoberhaupt Ebrahim Raisi | ntv;20.05.2024;143;62695;504;0;0;9293;95;0;;6298871;169
Qotm0uLQlIc;"Raisi war wichtiger Partner - Munz: ""Der Kreml schaut ganz genau Richtung Iran"" | ntv";20.05.2024;86;8943;251;0;0;7898;78;0;;2001334;146
YlgcG_gOXBQ;"Experte: Kein Hinweis auf Sabotage - Irans Präsident Raisi tot - ""Russland nutzt das sofort"" | ntv";21.05.2024;254;6496;55;0;0;6099;71;0;;1252529;123
mrBcOjOlijg;Sturz der Bundesregierung geplant? - Worum es beim Reichsbürger-Prozess geht | ntv;21.05.2024;113;1728;44;0;0;4373;202;0;;246337;312
FCM27pPHFZU;Grüne legen zu, Linke rutschen aus der Darstellung | ntv Trendbarometer;21.05.2024;861;545;19;0;0;5108;68;0;;82403;491
V7wOymY04bY;"""Keine Gleichsetzung zwischen Israel und Hamas"" - USA empört über Haftbefehl-Antrag | ntv";21.05.2024;108;876;27;0;0;7969;26;0;;79872;521
Pn1dl7OPp-I;Luhansk: Ukraine attackiert von Russland besetzten Ort | #ntv #shorts #ukraine;21.05.2024;55;1139;0;0;0;7778;100;49717;;51050;481
HkI0oNiAd88;"""Können nicht mehr allen Menschen alles versprechen"" - FDP-Fraktionsvize Meyer im Frühstart | ntv";21.05.2024;445;34;5;0;0;8148;5;0;;23273;314
piSufhyAuso;Grapsch-Alarm im Weißen Haus: Baby schnappt sich Joe Bidens Nase | ntv;21.05.2024;60;137;28;0;0;7667;7;0;;20119;603
EMxc-2xnpQY;"US-Präsident Biden wird dreist ""bestohlen"" | #ntv #shorts #biden";21.05.2024;47;101;0;0;0;8095;20;8837;;12161;608
3LzqZjvD8vU;USA: Heftiger Sandsturm wütet in Kansas | #ntv #shorts #tornado #usa;21.05.2024;51;141;0;0;0;9412;2;3951;;8610;214
tWVAFBL00l8;Strom statt Salz - japanische Firma entwickelt Spezial-Löffel | #ntv #shorts;21.05.2024;43;113;0;0;0;100;0;1871;;5821;153
LihIqSfEjqg;"""Diplomatisch ist das eine riesengroße Katastrophe"" - Blufarb zu Netanjahu-Haftbefehl | ntv";22.05.2024;137;10425;423;0;0;6123;264;0;;2036188;227
E1BHFIEpQsk;"Munz: Moskaus ""aggressiver Akt"" überrumpelt Ostsee-Länder - Russland will See-Grenzen ändern | ntv";22.05.2024;139;10528;1075;0;0;7866;169;0;;602730;712
jymXW6gFYG4;Hochwasser-Teufelskreis in Bayern: Von Flut mitgerissene Autos verkeilen sich an Brücke | ntv;22.05.2024;75;4256;249;0;0;9187;10;0;;325550;234
m40rMa32g4E;LIVE: Statement Bundesinnenministerin Nancy Faeser;22.05.2024;658;355;0;0;0;1858;206;0;;142748;147
gZzpa9RqH5Y;"""Die Russen machen Jagd auf ukrainische Sanitäter"" - Experte Gressel zur Lage an der Front | ntv";22.05.2024;432;407;34;0;0;8634;22;0;;117236;362
iDN_yon_9E8;470 Kilometer von Ukraine entfernt: Russland führt Atomwaffen vor | #ntv #shorts #ukraine #russland;22.05.2024;60;1318;0;0;0;7432;152;66606;;116229;614
9C-s_M1gx1s;Smartphone, Starlink, Sprengfallen: Versteckter Ukraine-Trupp bringt heimlich Tod von oben | ntv;22.05.2024;153;10746;180;0;0;89;22;0;;105417;66
2hhh0PDhRTo;Feuer, Rauchschwaden, Kämpfe: Luftaufnahmen offenbaren Chaos in Neukaledonien | ntv;22.05.2024;119;467;86;0;0;9259;2;0;;28022;644
NCDhE7BlBYQ;"""Mir egal, was Rechtspopulisten über die AfD sagen"" - SH-MP Daniel Günther | ntv";22.05.2024;572;49;0;0;0;5405;17;0;;23149;401
ayPQMcOyN6g;Brüllaffen fallen tot von den Bäumen - wegen brutaler Hitze in Tabasco | ntv;22.05.2024;131;687;18;0;0;875;3;0;;20137;534
QSrAOEf-DLs;Der neue Leuchtturmwärter von Wangerooge ist Mechaniker aus dem Sauerland | ntv;22.05.2024;87;93;5;0;0;100;0;0;;13467;223
u0zdNxVOUFo;"""Shell kills"" - Klima-Aktivisten stören Shell-Aktionärsversammlung | #ntv #shell #climatechange";22.05.2024;59;108;0;0;0;6757;12;3154;;8354;237
6d0x7CE9S3E;Er wünscht sich Ex-Kanzlerin Angela Merkel zurück -  Daniel Günther SH-Minister (CDU) im Frühstart;22.05.2024;26;81;0;0;0;3659;26;4330;;7760;304
YOMHdQZfiEM;Mexiko: Feuerspucker geht mit Feuer auf Mariachi los | #ntv #shorts #mexico;22.05.2024;60;429;0;0;0;8125;6;5500;;7142;405
eIiF6Gc2IP8;Iran: Menschenmassen bestürmen Särge nach Heli-Absturz | #ntv #shorts #iran #raisi;22.05.2024;37;332;0;0;0;623;23;10574;;6691;262
xUWrg8b_81Y;"Russland-Beschuss mit US-Waffen? - Munz: Für Moskau ""würde eine bequeme Situation enden"" | ntv";23.05.2024;122;35760;892;0;0;6113;1262;0;;4311067;288
ql7yXRi6A3Q;Wie starb Raisi? Zeuge aus zweitem Heli schildert Flug - Stabschef: kein schlechtes Wetter | ntv;23.05.2024;173;12998;1198;0;0;8967;71;0;;1318958;401
aZOrSCDevlg;Massive russische Flächen-Bombardements in heftigen Angriffswellen entlang der Front | ntv;23.05.2024;151;5377;959;0;0;7552;166;0;;782025;35
O6kFo2M1QEM;"""Sollten uns nicht irritieren und einschüchtern lassen"" - Lange: Übung Spielchen Putins | ntv";23.05.2024;299;331;135;0;0;8397;42;0;;116528;533
9XRLjcSgzo0;"Ohne Handeln ""wird Rente systematisch reduziert"" - Katja Mast im Frühstart  | ntv";23.05.2024;511;143;7;0;0;6596;16;0;;42453;288
irlluhFbfkE;Hamburger Hafen: Großbrand entfacht giftige Rauchwolke | #ntv #shorts #hamburg #feuer;23.05.2024;47;895;0;0;0;97;3;14110;;24555;57
s4SdpmbWbiA;"146 Artikel - das Grundgesetz der Bundesrepublik, ""Handbuch der Demokratie"" wird 75  | ntv";23.05.2024;103;87;7;0;0;60;6;0;;22488;137
Q_UF2SwhgCM;Schluss mit Schnappschüssen - Japanische Stadt zieht Sichtschutz vor Fuji hoch | ntv;23.05.2024;182;60;5;0;0;875;2;0;;15767;309
mEhmKiuB0t4;Als SPD sind wir da besonders laut - Katja Mast (SPD) zum Mindestlohn im #ntv Frühstart;23.05.2024;56;127;0;0;0;5526;17;4048;;13669;315
lD3DTR0cpBw;Mexiko: Riesige Bühne kracht bei Wahlkampfveranstaltung ein - mehrere Tote | #ntv #shorts #mexico;23.05.2024;55;210;0;0;0;8824;2;2448;;6166;287
imMuZN5tu1A;"Ein Jahr AfD-Landrat in Sonneberg - was sagen die Wähler? - ""Würde ihn nicht wieder wählen""  | ntv";24.05.2024;129;11844;866;0;0;4368;1207;0;;1263931;434
giI3j3nUcdc;"Können über Bilder auf Sylt ""fast dankbar sein"" - Von Lucke über Nazi-Parolen in Nobel-Lokal | ntv";24.05.2024;398;10616;0;0;0;4305;910;0;;1191865;315
EERAfoxni30;Lachgas-Missbrauch grassiert in Deutschland - Kartuschen sogar in Automaten  | ntv;24.05.2024;109;4479;134;0;0;7598;49;0;;758155;164
t-sjsLZFN_w;Deutsche Urlauberinnen unter Todesopfern auf Mallorca - Das ist bekannt | ntv;24.05.2024;100;9000;1266;0;0;8797;38;0;;545275;498
5ZnKL2SxJ7Y;"Tote bei Einsturz von Lokal auf Mallorca  - ""Stimmung war sehr schaulustig"" | ntv";24.05.2024;88;8847;101;0;0;912;11;0;;325016;344
RNBdVb8YALc;"""Kryptowinter ist vorbei"" - Anlageklasse immer gefragter | ntv";24.05.2024;491;2899;35;0;0;9698;9;0;;157255;428
nHLr5L-UH6I;Sylt: Gäste von Edel-Club grölen Nazi-Parolen | #ntv #shorts #sylt #ponyclub;24.05.2024;60;7368;0;0;0;711;165;36606;;116767;392
Y9-5pWnOXaY;Bergwerk läuft mit Wasser voll: In Asse-Atommülllager steigt Angst vor Zwischenfall | ntv;24.05.2024;106;1315;52;0;0;9781;3;0;;78380;652
ENWW5jjXZNA;LIVE: Statement Staatsanwaltschaft Flensburg zu Sylt-Skandal;24.05.2024;173;1052;0;0;0;646;40;0;;69917;271
L9jRY8FYBhM;Verbrenner als Übergangslösung für E-Mobilität? - Ex-VW-Chef Müller im Gespräch mit Uli Reitz | ntv;24.05.2024;206;492;0;0;0;7818;12;0;;48956;497
XoBmgm-7S8E;Berlin: Polizei räumt von pro-palästinensischen Aktivisten besetzte Humboldt-Universität | #ntv;24.05.2024;49;564;0;0;0;7634;31;12519;;27409;438
vxJmi1VkjUs;China bedroht Taiwan: Animations-Video zeigt simulierten Angriff | #ntv #shorts #china #taiwan;24.05.2024;53;305;0;0;0;7987;31;22641;;11485;352
yutf5RpGHKg;Thailand: Rollerfahrer legt sich mit Elefant an | #ntv #shorts #thailand #elefant;24.05.2024;55;333;0;0;0;8367;8;5766;;10074;311
18O0N1GynHk;Kolumbien: Explosion einer Feuerwerksfirma entfacht riesige Rauchwolken | #ntv #shorts;24.05.2024;44;117;0;0;0;9091;2;3699;;9636;198
2grv0G3w8cw;Fahrer hatte drei Promille: Bier-LKW kippt auf Autobahn um | #ntv #shorts;24.05.2024;46;139;0;0;0;8125;6;4958;;6167;188
X3E7CWCHWkc;Tote nach Einsturz auf Mallorca - Fertigzement im Verdacht - Hohns zur Ursachen-Suche  | ntv;25.05.2024;204;11764;36;0;0;837;15;0;;537157;154
